filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label,genre,subgenre,dataset,extraction_date
"A Boy Named Sue (Live at San Quentin State Prison, San Quentin, CA - February 1969).flac",225.04,0.3629256809751193,0.003881634001516933,0.11428765207529068,0.0,1863.9466764491965,0.0,0.0,0.0,3816.3814454938674,0.0,0.07807320954137432,0.0,0.0,0.0,0.0,0.0,103.359375,-128.40818786621094,0.0,114.4908447265625,0.0,-15.344786643981934,0.0,30.73515510559082,0.0,4.621462345123291,0.0,4.337085247039795,0.0,-2.786336898803711,0.0,3.321092367172241,0.0,-8.181132316589355,0.0,2.3481948375701904,0.0,-2.4424889087677,0.0,-2.8770816326141357,0.0,-1.9326872825622559,0.0,69.47969818115234,0.0,28.82990264892578,0.0,23.980642318725586,0.0,15.27446174621582,0.0,14.363590240478516,0.0,11.660280227661133,0.0,10.255377769470215,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:51:40.214000
You Don't Know My Mind.flac,247.10666666666665,0.3087838354210059,0.008281649279895402,0.17950791120529175,0.0,2179.6102920582443,0.0,0.0,0.0,4478.714025390258,0.0,0.11556862879686619,0.0,0.0,0.0,0.0,0.0,103.359375,-62.77777862548828,0.0,91.11373901367188,0.0,-20.297054290771484,0.0,14.393582344055176,0.0,-18.69943618774414,0.0,-0.4788166582584381,0.0,-13.325322151184082,0.0,6.813536643981934,0.0,-4.910421848297119,0.0,-0.8954971432685852,0.0,-2.6373465061187744,0.0,-2.1358554363250732,0.0,-9.912092208862305,0.0,67.84782409667969,0.0,24.0903377532959,0.0,14.337177276611328,0.0,11.989736557006836,0.0,12.705018043518066,0.0,10.7107572555542,0.0,9.205245018005371,0.0,Bluegrass,Country,Bluegrass,personal,2025-09-24 20:51:41.071083
Alan Jackson - Livin' On Love (Official Music Video).flac,225.86054421768708,0.369747132062912,0.011133392412896015,0.10427357256412506,0.0,2169.065108458534,0.0,0.0,0.0,4480.972578651027,0.0,0.10040529150711863,0.0,0.0,0.0,0.0,0.0,117.45383522727273,-124.74684143066406,0.0,100.73617553710938,0.0,1.8267155885696411,0.0,27.553447723388672,0.0,9.604874610900879,0.0,4.667486667633057,0.0,1.1432760953903198,0.0,8.060969352722168,0.0,-6.616620063781738,0.0,4.911447525024414,0.0,-5.016685485839844,0.0,-0.7358769178390503,0.0,-2.1880218982696533,0.0,74.27710723876953,0.0,33.01627731323242,0.0,21.376174926757812,0.0,16.87969970703125,0.0,13.63747501373291,0.0,13.60473346710205,0.0,10.438460350036621,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:51:42.246820
Alan Jackson - Chattahoochee (Official HD Video).flac,244.91251700680272,0.41298431654771167,0.008209294247762042,0.16539976000785828,0.0,2396.3290206895563,0.0,0.0,0.0,5150.245911269464,0.0,0.10372393611348123,0.0,0.0,0.0,0.0,0.0,86.1328125,-73.6607894897461,0.0,88.84739685058594,0.0,-3.910792589187622,0.0,24.02686882019043,0.0,10.44412612915039,0.0,2.8607170581817627,0.0,-1.39242684841156,0.0,6.315752983093262,0.0,-6.2625298500061035,0.0,2.4224679470062256,0.0,-4.969606876373291,0.0,-0.8480878472328186,0.0,-1.280776023864746,0.0,89.723876953125,0.0,27.836416244506836,0.0,18.556793212890625,0.0,18.093645095825195,0.0,14.033698081970215,0.0,13.747220039367676,0.0,10.904318809509277,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:51:42.925755
Alan Jackson - Remember When (Official HD Video).flac,267.4707029478458,0.3062933882077535,0.0051744099227448844,0.13296914100646973,0.0,1455.9415029073618,0.0,0.0,0.0,2836.7200660705566,0.0,0.06410026550292969,0.0,0.0,0.0,0.0,0.0,123.046875,-155.2839813232422,0.0,132.6267852783203,0.0,-5.597403526306152,0.0,24.238449096679688,0.0,10.41897964477539,0.0,5.067840099334717,0.0,1.6928133964538574,0.0,0.5420585870742798,0.0,-5.796322345733643,0.0,3.2387444972991943,0.0,-6.904370307922363,0.0,-3.0764827728271484,0.0,-4.1701340675354,0.0,83.86441040039062,0.0,28.371572494506836,0.0,18.414127349853516,0.0,14.870326042175293,0.0,13.325667381286621,0.0,14.452458381652832,0.0,9.54099178314209,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:51:43.106209
Delta Dawn.flac,178.4,0.35418177644411725,0.002051415543367864,0.10512802004814148,0.0,1984.0888433180235,0.0,0.0,0.0,4183.707445056286,0.0,0.08589822907177251,0.0,0.0,0.0,0.0,0.0,151.99908088235293,-138.08819580078125,0.0,104.97715759277344,0.0,-0.8371329307556152,0.0,26.599567413330078,0.0,0.937168538570404,0.0,1.5653948783874512,0.0,2.2695207595825195,0.0,-0.985177218914032,0.0,-4.017554759979248,0.0,-0.1907656490802765,0.0,1.5983667373657227,0.0,2.917282819747925,0.0,-3.4828269481658936,0.0,86.76202392578125,0.0,24.887815475463867,0.0,23.840362548828125,0.0,21.130260467529297,0.0,17.079313278198242,0.0,13.191075325012207,0.0,12.360922813415527,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:51:44.703973
Coal Miner's Daughter.flac,180.96,0.3147478873531024,0.0010159739666594535,0.07936794310808182,0.0,1567.9813712886146,0.0,0.0,0.0,2972.9689529806583,0.0,0.08298632411550552,0.0,0.0,0.0,0.0,0.0,135.99917763157896,-185.60694885253906,0.0,135.86468505859375,0.0,-24.68057632446289,0.0,18.367931365966797,0.0,-9.935415267944336,0.0,-1.5320847034454346,0.0,-1.4333590269088745,0.0,0.85521000623703,0.0,-3.434048891067505,0.0,2.7474024295806885,0.0,-8.981782913208008,0.0,-0.2888428568840027,0.0,-1.4492803812026978,0.0,84.55310821533203,0.0,32.18642807006836,0.0,18.894031524658203,0.0,12.919208526611328,0.0,13.587761878967285,0.0,10.859993934631348,0.0,9.881924629211426,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:51:44.853332
Brooks & Dunn - Neon Moon (Official Audio).flac,262.75705215419504,0.3331642945607503,0.004911315155734188,0.11503813415765762,0.0,1888.0953184295859,0.0,0.0,0.0,3858.125143244124,0.0,0.08275450338815499,0.0,0.0,0.0,0.0,0.0,103.359375,-153.15997314453125,0.0,105.71582794189453,0.0,-2.423351526260376,0.0,28.971487045288086,0.0,12.04319953918457,0.0,4.52756404876709,0.0,5.503847122192383,0.0,3.817308187484741,0.0,-10.020691871643066,0.0,3.7002296447753906,0.0,-5.696413993835449,0.0,-0.31915679574012756,0.0,-1.5651291608810425,0.0,104.43502044677734,0.0,32.23251724243164,0.0,18.679664611816406,0.0,19.754287719726562,0.0,13.991827011108398,0.0,14.849125862121582,0.0,10.63350772857666,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:51:46.805309
Carrying Your Love With Me.flac,232.42666666666668,0.3578361247976621,0.006009194356541747,0.13452240824699402,0.0,1931.6234259489154,0.0,0.0,0.0,4068.9342834899476,0.0,0.08481474580107393,0.0,0.0,0.0,0.0,0.0,135.99917763157896,-126.7815933227539,0.0,104.9359130859375,0.0,-4.8184027671813965,0.0,36.56742477416992,0.0,14.136813163757324,0.0,10.22850227355957,0.0,0.226741224527359,0.0,7.052030086517334,0.0,-3.919466495513916,0.0,5.7421040534973145,0.0,-3.744342803955078,0.0,2.9137399196624756,0.0,1.3677109479904175,0.0,94.81705474853516,0.0,29.474328994750977,0.0,18.72727394104004,0.0,14.18116283416748,0.0,11.636017799377441,0.0,11.931979179382324,0.0,9.19333553314209,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:51:46.902724
Dolly Parton - 9 To 5.flac,153.69292517006804,0.34309352437655133,0.004875370432176279,0.1162739247083664,0.0,2052.3632498174397,0.0,0.0,0.0,4306.53978975878,0.0,0.09654780730740181,0.0,0.0,0.0,0.0,0.0,103.359375,-113.798095703125,0.0,107.32244873046875,0.0,-19.9730224609375,0.0,32.308040618896484,0.0,-10.75354290008545,0.0,13.232413291931152,0.0,-1.0056551694869995,0.0,-0.5259110927581787,0.0,-2.232408285140991,0.0,-1.438103199005127,0.0,-9.371445655822754,0.0,0.2489277720451355,0.0,-7.373233318328857,0.0,68.71590423583984,0.0,26.338634490966797,0.0,21.5985164642334,0.0,13.184547424316406,0.0,9.904151916503906,0.0,10.810347557067871,0.0,8.869867324829102,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:51:48.301595
Dolly Parton - Jolene (Official Lyric Video).flac,161.08848072562358,0.31045947472254437,0.0059153321066354675,0.11913418024778366,0.0,1846.0208391447284,0.0,0.0,0.0,3938.006340196202,0.0,0.07357176678707841,0.0,0.0,0.0,0.0,0.0,112.34714673913044,-147.66290283203125,0.0,106.95528411865234,0.0,5.487960338592529,0.0,34.24704360961914,0.0,7.4109063148498535,0.0,8.093050003051758,0.0,6.2781548500061035,0.0,0.16002200543880463,0.0,-1.4743787050247192,0.0,-2.4131081104278564,0.0,-7.957254409790039,0.0,4.160468101501465,0.0,-7.176375865936279,0.0,90.6385726928711,0.0,26.427839279174805,0.0,19.439006805419922,0.0,15.139171600341797,0.0,12.403389930725098,0.0,12.663182258605957,0.0,8.807891845703125,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:51:50.889534
Dolly Parton - Here You Come Again (Audio).flac,181.05600907029478,0.3287194346388181,0.0008956574813500405,0.11279651522636414,0.0,1993.4477189504416,0.0,0.0,0.0,3867.519851218862,0.0,0.11129612811377917,0.0,0.0,0.0,0.0,0.0,107.666015625,-141.95448303222656,0.0,106.61380767822266,0.0,-27.70612335205078,0.0,27.64990997314453,0.0,-5.266790866851807,0.0,4.739719867706299,0.0,-1.659544587135315,0.0,-5.4961137771606445,0.0,-3.1871144771575928,0.0,-5.089589595794678,0.0,-8.679707527160645,0.0,-0.6914364695549011,0.0,-6.63458251953125,0.0,119.81085968017578,0.0,32.319766998291016,0.0,18.3238582611084,0.0,14.734940528869629,0.0,11.521491050720215,0.0,10.313871383666992,0.0,9.893281936645508,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:51:52.503108
Galveston (Remastered 2001).flac,161.06666666666666,0.3389480970799923,0.00598253010627955,0.1434604376554489,0.0,1973.447500347342,0.0,0.0,0.0,3791.426845515893,0.0,0.11136662721187113,0.0,0.0,0.0,0.0,0.0,117.45383522727273,-110.97053527832031,0.0,102.51348114013672,0.0,-33.58648681640625,0.0,51.23588180541992,0.0,3.369509220123291,0.0,11.231233596801758,0.0,0.5130582451820374,0.0,9.210121154785156,0.0,-3.4944591522216797,0.0,5.334457874298096,0.0,-6.4770426750183105,0.0,0.20728090405464172,0.0,-4.431307315826416,0.0,95.45418548583984,0.0,30.16604232788086,0.0,16.3099422454834,0.0,14.32220458984375,0.0,10.910252571105957,0.0,8.469919204711914,0.0,7.637774467468262,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:51:54.075086
George Strait - Check Yes Or No (Official Music Video).flac,196.80077097505668,0.389123825977246,0.00696549081834735,0.1049300953745842,0.0,2134.842690494316,0.0,0.0,0.0,4483.186977615104,0.0,0.09246806009246697,0.0,0.0,0.0,0.0,0.0,112.34714673913044,-136.18287658691406,0.0,97.81343078613281,0.0,-2.1448261737823486,0.0,31.4907283782959,0.0,11.22458267211914,0.0,8.519172668457031,0.0,2.28971266746521,0.0,8.354241371154785,0.0,-2.313783884048462,0.0,7.488609790802002,0.0,-2.0991082191467285,0.0,4.041791915893555,0.0,1.340429663658142,0.0,83.87870788574219,0.0,28.87130355834961,0.0,18.127803802490234,0.0,14.481264114379883,0.0,13.99746036529541,0.0,12.223980903625488,0.0,9.564249992370605,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:51:57.909742
"Dolly Parton, Kenny Rogers - Islands In the Stream (Official Audio).flac",250.83736961451248,0.3232341719170411,0.008943637257575758,0.1346719115972519,0.0,1917.6832007512576,0.0,0.0,0.0,3987.318152184289,0.0,0.08216264253853096,0.0,0.0,0.0,0.0,0.0,103.359375,-122.08025360107422,0.0,111.02149963378906,0.0,0.8301122784614563,0.0,24.32925796508789,0.0,-0.6175102591514587,0.0,4.744781494140625,0.0,-8.337265968322754,0.0,0.823641836643219,0.0,-7.339869499206543,0.0,0.3223709762096405,0.0,-10.622503280639648,0.0,-4.290608882904053,0.0,-7.248692989349365,0.0,91.09219360351562,0.0,33.33375930786133,0.0,23.905183792114258,0.0,15.238640785217285,0.0,12.760687828063965,0.0,11.316533088684082,0.0,10.552721977233887,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:51:58.010571
I Walk The Line.flac,163.46666666666667,0.32986006637414295,0.010180273940200614,0.08490560203790665,0.0,2123.6179051322256,0.0,0.0,0.0,4456.6710766879,0.0,0.08366185968572443,0.0,0.0,0.0,0.0,0.0,107.666015625,-185.1575927734375,0.0,94.33583068847656,0.0,16.10179328918457,0.0,49.54487609863281,0.0,-6.8944478034973145,0.0,3.1301817893981934,0.0,-15.673539161682129,0.0,-0.937198281288147,0.0,-7.755459308624268,0.0,-4.537464141845703,0.0,2.248167037963867,0.0,-6.133270740509033,0.0,-7.35505485534668,0.0,94.60845947265625,0.0,36.40294647216797,0.0,29.30160140991211,0.0,14.528613090515137,0.0,14.090147972106934,0.0,9.679450988769531,0.0,9.659634590148926,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:51:59.877060
Glen Campbell - Rhinestone Cowboy.flac,190.76267573696146,0.31982822592059773,0.0057054865068048195,0.24764420092105865,0.0,1887.5296198191727,0.0,0.0,0.0,4041.258835537176,0.0,0.08661780129853335,0.0,0.0,0.0,0.0,0.0,117.45383522727273,-56.10514450073242,0.0,112.0347900390625,0.0,-5.2322001457214355,0.0,29.559555053710938,0.0,-3.487441062927246,0.0,12.829874038696289,0.0,-1.7564493417739868,0.0,6.521415710449219,0.0,-7.402274131774902,0.0,4.582499980926514,0.0,-4.388400077819824,0.0,2.15494966506958,0.0,-1.7006458044052124,0.0,77.24962615966797,0.0,30.618995666503906,0.0,17.439760208129883,0.0,13.411953926086426,0.0,11.665718078613281,0.0,9.540143013000488,0.0,9.20048999786377,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:52:00.253247
Family Tradition.flac,242.96,0.3649977122743924,0.005028046964245408,0.11355014890432358,0.0,2385.794103079803,0.0,0.0,0.0,5146.879010681712,0.0,0.1017959548063599,0.0,0.0,0.0,0.0,0.0,129.19921875,-126.64399719238281,0.0,79.89388275146484,0.0,-1.560962438583374,0.0,26.419572830200195,0.0,10.528716087341309,0.0,6.064373016357422,0.0,-0.4266238808631897,0.0,5.245204448699951,0.0,-5.453242301940918,0.0,3.7789313793182373,0.0,-3.1402101516723633,0.0,5.236441612243652,0.0,-0.678666353225708,0.0,87.3179702758789,0.0,23.787900924682617,0.0,20.367982864379883,0.0,14.735233306884766,0.0,14.228799819946289,0.0,11.647109985351562,0.0,11.643016815185547,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:52:00.275217
George Strait - Write This Down (Official Music Video - Closed Captioned).flac,214.2273469387755,0.4178583100438118,0.005384185115829184,0.1564875841140747,0.0,2372.576623120147,0.0,0.0,0.0,4778.252079071611,0.0,0.11366088906876558,0.0,0.0,0.0,0.0,0.0,123.046875,-62.13498306274414,0.0,89.13220977783203,0.0,-9.645753860473633,0.0,30.807907104492188,0.0,4.06926155090332,0.0,3.828737497329712,0.0,5.246621608734131,0.0,14.481027603149414,0.0,-5.672503471374512,0.0,6.446917533874512,0.0,-2.709887742996216,0.0,4.7001237869262695,0.0,1.000824213027954,0.0,67.67228698730469,0.0,24.638755798339844,0.0,18.046175003051758,0.0,12.427730560302734,0.0,11.32058334350586,0.0,9.815099716186523,0.0,9.122079849243164,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:52:00.394921
George Strait - The Little Things (Official Audio Video).flac,220.7637641723356,0.30066033576925594,0.007324184540885994,0.1910444051027298,0.0,1321.7857332707767,0.0,0.0,0.0,2616.5242427429534,0.0,0.060150262032630415,0.0,0.0,0.0,0.0,0.0,129.19921875,-141.9000244140625,0.0,136.95201110839844,0.0,-1.8658701181411743,0.0,34.88555908203125,0.0,10.451176643371582,0.0,-3.864560604095459,0.0,0.06763655692338943,0.0,3.5212411880493164,0.0,-6.811396598815918,0.0,-1.0844632387161255,0.0,-6.454536437988281,0.0,-0.27910152077674866,0.0,-1.5595386028289795,0.0,111.27470397949219,0.0,39.20392608642578,0.0,26.084896087646484,0.0,15.540538787841797,0.0,15.260544776916504,0.0,14.83251667022705,0.0,11.195228576660156,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:52:01.072841
Johnny Cash - Ring of Fire (Official Audio).flac,160.00875283446712,0.35855616877476376,0.010941384456909911,0.1352292150259018,0.0,2002.0968009409728,0.0,0.0,0.0,3891.829649072294,0.0,0.10838773952136535,0.0,0.0,0.0,0.0,0.0,103.359375,-102.72000885009766,0.0,107.50057983398438,0.0,-33.84038543701172,0.0,35.18035125732422,0.0,-8.579710960388184,0.0,6.936776638031006,0.0,-5.236697673797607,0.0,0.4644169509410858,0.0,-9.473444938659668,0.0,0.19243267178535461,0.0,-3.17829966545105,0.0,1.271346926689148,0.0,1.0350722074508667,0.0,96.63501739501953,0.0,27.098297119140625,0.0,18.689990997314453,0.0,13.740551948547363,0.0,11.127331733703613,0.0,10.345354080200195,0.0,8.275256156921387,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:52:01.644115
"Hank Williams, Jr. - ＂A Country Boy Can Survive＂ (Official Music Video).flac",273.81333333333333,0.4069169834256172,0.007191235818950777,0.0905417650938034,0.0,2455.5972697261163,0.0,0.0,0.0,5112.653999260684,0.0,0.10830159277484525,0.0,0.0,0.0,0.0,0.0,75.99954044117646,-156.6039581298828,0.0,84.52259063720703,0.0,-10.757233619689941,0.0,25.915159225463867,0.0,12.071063995361328,0.0,11.06779670715332,0.0,5.616397380828857,0.0,9.164121627807617,0.0,-0.4219825267791748,0.0,4.895514488220215,0.0,-1.1170843839645386,0.0,4.680514812469482,0.0,-0.2992035746574402,0.0,128.9702606201172,0.0,36.7311897277832,0.0,19.77520179748535,0.0,16.290958404541016,0.0,12.289839744567871,0.0,10.645564079284668,0.0,9.519898414611816,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:52:05.662597
Johnny Paycheck - Take This Job And Shove It (Audio).flac,158.1279365079365,0.3631327946980794,0.0024443997810430994,0.0853099599480629,0.0,1791.2939373791164,0.0,0.0,0.0,3442.3817586555756,0.0,0.08928650287678021,0.0,0.0,0.0,0.0,0.0,135.99917763157896,-184.4242401123047,0.0,112.1995849609375,0.0,-16.851789474487305,0.0,30.789918899536133,0.0,12.298391342163086,0.0,2.4722158908843994,0.0,0.07741166651248932,0.0,8.089052200317383,0.0,-8.003506660461426,0.0,0.821340799331665,0.0,-3.3298134803771973,0.0,-2.8902900218963623,0.0,-4.3381571769714355,0.0,103.97828674316406,0.0,40.860435485839844,0.0,31.871572494506836,0.0,20.296911239624023,0.0,18.810686111450195,0.0,17.088834762573242,0.0,13.859090805053711,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:52:05.945161
Johnny Cash - The Chicken in Black (Official Video).flac,185.47201814058957,0.3932695910334587,0.003006653088314918,0.13928870856761932,0.0,1538.977423743565,0.0,0.0,0.0,3075.7409490700893,0.0,0.07189372926577366,0.0,0.0,0.0,0.0,0.0,95.703125,-143.16844177246094,0.0,146.78561401367188,0.0,-33.15607833862305,0.0,42.105072021484375,0.0,13.4969482421875,0.0,4.68252420425415,0.0,-0.31305786967277527,0.0,2.7834527492523193,0.0,-11.304656028747559,0.0,3.9702951908111572,0.0,-2.054612398147583,0.0,0.9940078258514404,0.0,-0.5663120150566101,0.0,91.71309661865234,0.0,49.56072998046875,0.0,23.239791870117188,0.0,18.983840942382812,0.0,19.496877670288086,0.0,12.421199798583984,0.0,11.892915725708008,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:52:06.543479
Mama Tried (Remastered 2001).flac,132.62666666666667,0.3042759634554386,0.010603815494559877,0.15685564279556274,0.0,2034.639229944186,0.0,0.0,0.0,3963.1536147173715,0.0,0.10563022816548494,0.0,0.0,0.0,0.0,0.0,95.703125,-109.56552124023438,0.0,105.5617446899414,0.0,-23.36067771911621,0.0,17.643922805786133,0.0,0.28326818346977234,0.0,-11.836085319519043,0.0,0.770799458026886,0.0,3.698270320892334,0.0,-15.151023864746094,0.0,0.9269998073577881,0.0,-7.673832416534424,0.0,-6.063299655914307,0.0,-3.974451780319214,0.0,104.21149444580078,0.0,34.76696014404297,0.0,27.30742645263672,0.0,19.028018951416016,0.0,18.41339111328125,0.0,12.484251022338867,0.0,11.58353328704834,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:52:09.242281
King Of The Road.flac,147.30666666666667,0.3312627859413624,0.002574726856603394,0.0895180031657219,0.0,1721.9202226047423,0.0,0.0,0.0,3445.115632758315,0.0,0.07631280232798708,0.0,0.0,0.0,0.0,0.0,117.45383522727273,-205.83705139160156,0.0,114.83715057373047,0.0,-12.115275382995605,0.0,44.291831970214844,0.0,-0.040764790028333664,0.0,5.860560894012451,0.0,-5.449686527252197,0.0,3.7231335639953613,0.0,-9.681581497192383,0.0,2.92341947555542,0.0,0.8041582703590393,0.0,1.524735927581787,0.0,-3.4241833686828613,0.0,110.91783905029297,0.0,43.838409423828125,0.0,28.587385177612305,0.0,20.12688636779785,0.0,16.982389450073242,0.0,13.991058349609375,0.0,11.723655700683594,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:52:09.552410
"Louisiana Woman, Mississippi Man.flac",150.64,0.3626513034105301,0.008368907532352088,0.10092366486787796,0.0,2004.9822520585478,0.0,0.0,0.0,4020.104318188386,0.0,0.09671092003988133,0.0,0.0,0.0,0.0,0.0,99.38401442307692,-136.1306610107422,0.0,105.2491455078125,0.0,-13.297452926635742,0.0,34.52983856201172,0.0,8.389519691467285,0.0,1.0690011978149414,0.0,-1.8674333095550537,0.0,7.2915496826171875,0.0,-11.299078941345215,0.0,3.259554862976074,0.0,-5.466743469238281,0.0,2.732687473297119,0.0,-3.4169516563415527,0.0,83.61077880859375,0.0,24.057981491088867,0.0,19.460472106933594,0.0,14.700634956359863,0.0,13.22779655456543,0.0,10.683186531066895,0.0,8.749887466430664,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:52:10.146594
Kenny Rogers - The Gambler.flac,210.68802721088434,0.3679012209177017,0.003686166024157537,0.13191354274749756,0.0,2376.0533115862027,0.0,0.0,0.0,5055.067750234186,0.0,0.10570804763265924,0.0,0.0,0.0,0.0,0.0,172.265625,-121.09420013427734,0.0,82.3065185546875,0.0,2.091999053955078,0.0,40.04627227783203,0.0,3.4078075885772705,0.0,15.96314525604248,0.0,-5.430043697357178,0.0,3.817103147506714,0.0,-4.22902250289917,0.0,1.9627882242202759,0.0,-4.70552396774292,0.0,4.497730255126953,0.0,-1.101827621459961,0.0,86.53741455078125,0.0,31.616281509399414,0.0,17.657039642333984,0.0,18.786951065063477,0.0,15.596582412719727,0.0,10.425566673278809,0.0,9.865494728088379,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:52:12.110907
Marty Robbins - They're Hanging Me Tonight (Audio).flac,186.25891156462586,0.28560952221353847,0.004237079414656137,0.09535174816846848,0.0,1645.0881989876436,0.0,0.0,0.0,3208.078178685373,0.0,0.06828481198189354,0.0,0.0,0.0,0.0,0.0,103.359375,-201.4837188720703,0.0,116.77214050292969,0.0,-11.780074119567871,0.0,30.847640991210938,0.0,0.7659212946891785,0.0,1.1202456951141357,0.0,-3.5874788761138916,0.0,5.467161178588867,0.0,-9.097993850708008,0.0,1.7897387742996216,0.0,3.3808248043060303,0.0,-2.233668565750122,0.0,2.7549238204956055,0.0,95.7157211303711,0.0,34.185237884521484,0.0,23.302993774414062,0.0,16.76358985900879,0.0,18.319337844848633,0.0,11.45534610748291,0.0,13.68115520477295,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:52:12.951672
"Kenny Rogers, Sheena Easton - We've Got Tonight (Audio).flac",227.69492063492063,0.29597103347380954,0.011620129206756142,0.0917738601565361,0.0,1783.0719951074357,0.0,0.0,0.0,3573.1163531350376,0.0,0.0814880016346742,0.0,0.0,0.0,0.0,0.0,61.5234375,-187.91455078125,0.0,112.39276885986328,0.0,-9.853906631469727,0.0,19.7753849029541,0.0,2.430243968963623,0.0,-0.6823986768722534,0.0,-3.5462117195129395,0.0,-2.6581506729125977,0.0,-7.032108783721924,0.0,-0.32432103157043457,0.0,-7.19671630859375,0.0,-0.29292038083076477,0.0,-1.0766217708587646,0.0,117.8526840209961,0.0,30.772077560424805,0.0,19.792247772216797,0.0,14.21335220336914,0.0,12.985918998718262,0.0,11.581384658813477,0.0,11.115853309631348,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:52:13.742130
Patsy Cline - Crazy (Official Video) ft. The Jordanaires.flac,167.2998185941043,0.31878744065761566,0.0014373476110659162,0.09031762927770615,0.0,1622.4730833843992,0.0,0.0,0.0,3317.4998211126144,0.0,0.0671222061042881,0.0,0.0,0.0,0.0,0.0,107.666015625,-206.25537109375,0.0,118.67716979980469,0.0,1.0099084377288818,0.0,41.23674774169922,0.0,7.142207145690918,0.0,10.080416679382324,0.0,4.810860633850098,0.0,2.742338180541992,0.0,-14.67900276184082,0.0,-2.384896755218506,0.0,-8.261665344238281,0.0,-0.9851326942443848,0.0,-2.677457332611084,0.0,77.22152709960938,0.0,30.921653747558594,0.0,22.331134796142578,0.0,15.10961627960205,0.0,14.300773620605469,0.0,13.754515647888184,0.0,11.292320251464844,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:52:16.789798
Tammy Wynette - Stand By Your Man (Official Audio).flac,160.0435827664399,0.3075329549610615,0.0030034833788737253,0.10735487192869186,0.0,1715.2564040540765,0.0,0.0,0.0,3460.038674311802,0.0,0.07683469926465254,0.0,0.0,0.0,0.0,0.0,107.666015625,-168.8992462158203,0.0,114.050537109375,0.0,-6.516914367675781,0.0,31.063501358032227,0.0,2.9493768215179443,0.0,7.55551815032959,0.0,-4.054083824157715,0.0,4.995508193969727,0.0,-2.5276052951812744,0.0,2.640092611312866,0.0,-10.857688903808594,0.0,-4.452905654907227,0.0,-7.749564170837402,0.0,92.6934814453125,0.0,30.355945587158203,0.0,22.488914489746094,0.0,11.540660858154297,0.0,12.675702095031738,0.0,10.915237426757812,0.0,8.396294593811035,0.0,Traditional Country,Country,Traditional Country,personal,2025-09-24 20:52:17.708996
